profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
radiologist,healthcare,senior,masters,suburb,38,13.9,0,0,1,0,0.0513,736154.11
investment banker,finance,executive,bachelors,suburb,60,38.8,0,0,0,0,0.0395,1414832.97
dentist,healthcare,senior,masters,major_city,31,7.3,0,0,0,0,0.0557,319147.99
cybersecurity engineer,technology,entry,bachelors,rural,22,1.5,0,0,0,0,0.0836,74804.92
chemist,other,entry,masters,international,27,2.8,0,0,0,0,0.0119,69119.85
graphic designer,creative,entry,self_taught,small_city,19,1.5,0,0,0,0,0.0218,38596.42
architect,engineering,lead,masters,small_city,36,13.0,0,0,0,0,0.0546,273183.81
pilot,service,senior,masters,international,37,13.0,0,0,0,0,0.0347,308762.8
cpa,finance,mid,bachelors,rural,28,6.6,0,1,0,0,0.0346,82113.7
ui designer,creative,mid,bachelors,small_city,25,3.2,0,0,0,0,0.0383,89838.35
accountant,finance,senior,bachelors,suburb,32,9.5,1,0,0,0,0.0399,131664.96
electrician,service,senior,bootcamp,international,26,8.4,0,0,0,0,0.0245,72450.29
electrician,service,entry,bachelors,rural,24,2.0,0,0,0,0,0.0294,39816.3
machine learning engineer,technology,lead,masters,international,37,12.5,1,0,0,0,0.0866,389258.61
graphic designer,creative,mid,phd,suburb,32,6.1,0,0,0,0,0.0464,91505.25
civil engineer,engineering,executive,bachelors,rural,42,21.2,1,0,0,0,0.0417,217274.58
paralegal,business,entry,bachelors,international,22,1.7,0,0,0,0,0.033,40143.47
cloud engineer,technology,senior,bachelors,rural,29,6.4,0,1,0,0,0.0734,159285.93
anesthesiologist,healthcare,entry,bachelors,small_city,23,1.4,0,0,1,1,0.0651,60200.59
mobile developer,technology,entry,bachelors,international,25,2.3,0,0,0,0,0.0814,60992.8
recruiter,business,entry,phd,major_city,28,2.2,1,0,0,0,0.0363,111188.75
patent attorney,business,senior,masters,rural,34,10.3,0,1,0,0,0.0289,382139.93
biomedical engineer,engineering,mid,phd,international,32,5.4,0,0,0,0,0.0489,124833.69
physician assistant,healthcare,senior,masters,major_city,33,8.5,0,0,0,0,0.0616,290998.48
plumber,service,senior,bachelors,major_city,30,8.5,0,0,0,0,0.0263,102362.49
management consultant,business,lead,masters,small_city,34,11.1,0,0,0,0,0.0354,502749.32
executive chef,service,senior,self_taught,small_city,30,12.7,0,1,0,0,0.0365,105059.82
backend developer,technology,mid,bachelors,small_city,27,5.7,1,1,0,0,0.0875,152457.02
venture capitalist,finance,mid,masters,major_city,27,3.4,1,0,0,0,0.0433,522341.57
architect,engineering,executive,masters,major_city,64,39.5,0,0,0,0,0.0431,391790.89
nurse,healthcare,mid,phd,small_city,31,4.3,0,0,0,0,0.0584,119190.34
paralegal,business,entry,bachelors,small_city,23,2.4,1,0,0,0,0.0334,60554.8
research scientist,other,entry,bachelors,small_city,23,2.3,0,0,0,0,0.0255,89323.97
mechanical engineer,engineering,executive,bachelors,rural,52,31.5,0,0,0,0,0.0556,247240.37
data engineer,technology,entry,bachelors,small_city,24,1.2,1,0,0,0,0.0714,113076.06
journalist,creative,mid,bachelors,rural,24,2.1,1,0,0,0,0.0264,46317.52
product manager,technology,entry,bachelors,suburb,21,0.5,1,0,0,0,0.0884,83087.73
actuary,finance,executive,bachelors,major_city,39,17.7,1,0,0,0,0.0592,555051.99
electrical engineer,engineering,entry,bachelors,international,24,2.9,0,0,0,0,0.0489,73306.53
cybersecurity engineer,technology,executive,masters,major_city,48,24.5,0,1,0,0,0.0873,603449.19
architect,engineering,entry,masters,rural,26,1.6,0,0,0,0,0.0643,71070.76
research scientist,other,senior,high_school,major_city,33,15.0,1,0,0,0,0.0211,119010.86
cloud engineer,technology,senior,masters,rural,32,8.7,0,0,0,0,0.0953,213528.41
police officer,service,mid,high_school,rural,21,3.6,0,1,0,0,0.0076,31843.82
nurse,healthcare,entry,masters,international,25,0.9,0,0,0,0,0.0714,66345.02
police officer,service,senior,self_taught,major_city,24,6.5,0,0,0,0,0.0342,101203.87
security analyst,technology,lead,bootcamp,small_city,40,22.0,1,0,0,0,0.0808,233163.96
engineering manager,technology,entry,bachelors,small_city,23,1.7,1,0,0,0,0.0804,186627.89
firefighter,service,lead,phd,suburb,46,19.8,0,0,0,0,0.0076,193827.17
journalist,creative,senior,bachelors,major_city,27,5.7,1,0,0,0,0.0322,93167.62
petroleum engineer,engineering,lead,masters,rural,38,14.6,0,0,0,0,0.0469,276324.91
restaurant manager,service,entry,masters,international,26,2.5,0,0,0,0,0.0442,50645.49
school counselor,education,entry,masters,suburb,23,0.2,0,0,0,0,0.0223,73047.45
mechanical engineer,engineering,senior,bachelors,small_city,35,14.5,0,0,0,0,0.0467,120622.51
biomedical engineer,engineering,mid,bachelors,suburb,25,3.6,0,0,0,0,0.0373,96110.48
strategy consultant,business,entry,bachelors,rural,21,0.8,0,0,0,0,0.0603,77363.29
mobile developer,technology,senior,phd,major_city,36,8.8,0,0,0,0,0.0722,337334.86
ux designer,creative,entry,high_school,international,21,2.7,0,0,0,0,0.0168,44019.73
software developer,technology,entry,masters,major_city,25,0.8,1,0,0,0,0.0794,193588.66
dermatologist,healthcare,mid,phd,suburb,29,2.9,0,1,1,1,0.0725,73381.01
mechanical engineer,engineering,lead,bachelors,rural,45,23.6,0,0,0,0,0.0473,198268.31
machine learning engineer,technology,senior,masters,major_city,37,12.8,1,0,0,0,0.0737,509829.56
hvac technician,service,lead,bootcamp,international,41,23.7,0,0,0,0,0.034,95936.5
security analyst,technology,entry,bootcamp,small_city,18,0.5,1,0,0,0,0.0827,81525.24
cardiologist,healthcare,mid,bachelors,rural,27,5.2,0,0,1,1,0.059,58343.14
biomedical engineer,engineering,mid,bachelors,rural,27,5.2,0,0,0,0,0.0463,89459.2
physicist,other,mid,bachelors,small_city,26,4.3,1,0,0,0,0.0292,113103.62
copywriter,creative,mid,high_school,international,24,6.5,1,0,0,0,0.032,59384.39
chemical engineer,engineering,senior,bachelors,major_city,29,8.8,1,0,0,0,0.0415,220195.17
actuary,finance,senior,phd,rural,38,12.1,1,1,0,0,0.0227,201344.92
hvac technician,service,entry,high_school,major_city,18,1.0,1,0,0,0,0.0374,32293.64
pharmacist,healthcare,entry,masters,international,25,2.1,0,1,0,0,0.0522,157757.7
hvac technician,service,executive,phd,rural,58,31.8,0,0,0,0,0.0248,215646.51
copywriter,creative,entry,self_taught,small_city,20,1.5,0,0,0,0,0.0219,44596.18
recruiter,business,senior,associates,major_city,34,13.6,1,0,0,0,0.0385,114916.98
attorney,business,senior,bachelors,rural,31,8.9,1,0,0,0,0.0456,273860.2
cybersecurity engineer,technology,lead,phd,international,47,19.7,1,1,0,0,0.0738,343007.36
hr manager,business,mid,masters,major_city,28,5.5,0,1,0,0,0.0703,126386.53
welder,service,mid,bootcamp,small_city,22,3.4,0,0,0,0,0.0324,56763.89
hr manager,business,entry,bachelors,rural,23,1.9,1,1,0,0,0.0374,44039.44
patent attorney,business,entry,bachelors,major_city,23,2.9,1,0,0,0,0.0434,176929.2
art director,creative,entry,masters,international,23,0.3,0,0,0,0,0.0304,80822.36
pharmacist,healthcare,mid,masters,international,26,3.4,1,0,0,0,0.045,148791.88
backend developer,technology,entry,masters,suburb,24,0.2,1,0,0,0,0.0664,93184.54
corporate lawyer,business,senior,associates,major_city,34,14.5,0,0,0,0,0.0379,564325.15
chemical engineer,engineering,lead,masters,rural,41,17.3,0,1,0,0,0.0466,224796.75
anesthesiologist,healthcare,entry,masters,small_city,24,0.6,0,0,1,1,0.0497,82158.29
strategy consultant,business,senior,bachelors,small_city,31,10.8,1,0,0,0,0.0409,265144.24
restaurant manager,service,entry,bachelors,suburb,25,2.8,0,0,0,0,0.017,51189.89
police officer,service,entry,high_school,major_city,19,1.8,0,0,0,0,0.0355,53771.13
hedge fund manager,finance,entry,bachelors,small_city,23,2.2,1,0,0,0,0.0426,200891.91
plumber,service,lead,bootcamp,rural,36,19.1,0,0,0,0,0.0296,82130.45
dermatologist,healthcare,entry,bachelors,international,22,0.1,0,0,1,1,0.0566,56655.62
hvac technician,service,mid,bootcamp,small_city,23,3.7,0,1,0,0,0.0296,50691.6
pilot,service,senior,bachelors,rural,35,12.7,1,1,0,0,0.0187,215448.39
software developer,technology,mid,bachelors,suburb,26,4.8,0,0,0,0,0.093,120343.69
backend developer,technology,senior,bachelors,suburb,29,8.1,0,0,0,0,0.0828,175344.97
doctor,healthcare,entry,bachelors,international,25,2.6,0,0,1,1,0.0615,64304.99
paralegal,business,executive,phd,suburb,50,22.2,0,0,0,0,0.047,179029.13
real estate agent,business,executive,bachelors,suburb,48,26.0,1,0,0,0,0.0486,647315.18
devops engineer,technology,lead,bachelors,rural,32,11.1,0,0,0,0,0.0878,243385.14
venture capitalist,finance,lead,masters,suburb,46,23.2,1,0,0,0,0.0397,1203535.57
plumber,service,entry,high_school,rural,19,1.5,0,0,0,0,0.0137,24702.51
art director,creative,lead,bachelors,major_city,45,22.9,0,0,0,0,0.0318,343814.69
ux designer,creative,lead,bootcamp,major_city,41,23.9,0,0,0,0,0.003,280737.91
physician assistant,healthcare,mid,high_school,suburb,20,3.6,0,0,0,0,0.0507,95473.02
research scientist,other,lead,masters,small_city,39,15.1,0,0,0,0,0.0146,232234.6
welder,service,entry,self_taught,suburb,18,0.1,0,0,0,0,0.0272,35007.66
radiologist,healthcare,mid,high_school,rural,22,5.9,0,0,1,1,0.055,54694.71
accountant,finance,mid,bachelors,small_city,27,6.8,1,0,0,0,0.046,88848.22
ui designer,creative,lead,self_taught,suburb,41,23.6,0,0,0,0,0.0405,161762.79
chemist,other,senior,masters,suburb,35,12.5,0,0,0,0,0.0296,120060.04
mechanical engineer,engineering,entry,masters,rural,26,2.4,0,0,0,0,0.0594,77041.5
real estate broker,business,entry,masters,suburb,26,1.9,0,0,0,0,0.0438,81544.61
strategy consultant,business,executive,self_taught,small_city,49,32.7,0,0,0,0,0.0411,661602.0
executive chef,service,mid,bachelors,major_city,27,5.8,0,1,0,0,0.0305,111895.44
recruiter,business,entry,phd,suburb,27,0.5,1,1,0,0,0.0396,52065.19
doctor,healthcare,senior,bachelors,major_city,35,13.0,0,0,1,0,0.0506,566972.4
copywriter,creative,lead,bachelors,suburb,36,13.4,0,0,0,0,0.0506,149272.02
devops engineer,technology,lead,bachelors,international,39,18.3,1,0,0,0,0.0855,242699.24
mechanical engineer,engineering,senior,masters,international,34,10.1,0,0,0,0,0.0589,174930.83
security analyst,technology,lead,phd,international,45,17.2,1,0,0,0,0.0776,265916.48
biologist,other,mid,phd,suburb,29,3.9,0,0,0,0,0.0408,102817.14
teacher,education,mid,phd,rural,32,5.6,0,0,0,0,0.0365,71230.55
accountant,finance,lead,masters,small_city,38,14.9,1,1,0,0,0.0508,221374.33
devops engineer,technology,entry,bachelors,suburb,22,0.4,1,0,0,0,0.0804,90763.8
devops engineer,technology,entry,masters,small_city,25,0.7,1,0,0,0,0.0789,157151.97
aerospace engineer,engineering,mid,bachelors,rural,24,2.8,0,0,0,0,0.0467,104530.19
physician assistant,healthcare,senior,phd,international,37,10.6,0,0,0,0,0.0535,249990.8
video editor,creative,senior,masters,international,32,9.2,1,0,0,0,0.013,116034.05
corporate lawyer,business,entry,phd,suburb,26,0.1,1,1,0,0,0.0411,143308.27
devops engineer,technology,entry,bachelors,small_city,24,2.6,1,0,0,0,0.0885,117992.67
hotel manager,service,entry,bootcamp,major_city,20,1.3,1,0,0,0,0.0334,61317.69
devops engineer,technology,entry,bachelors,rural,22,1.3,1,0,0,0,0.0831,103980.1
executive chef,service,entry,bootcamp,rural,20,1.0,0,0,0,0,0.048,49441.04
research scientist,other,senior,bachelors,major_city,29,6.7,0,0,0,0,0.0397,236493.53
investment banker,finance,senior,associates,international,28,8.8,0,1,0,0,0.0479,282134.14
recruiter,business,entry,high_school,suburb,18,0.1,1,0,0,0,0.0215,38534.26
hr manager,business,entry,bachelors,rural,21,0.5,0,0,0,0,0.0312,58394.32
software engineer,technology,executive,phd,rural,60,33.9,0,0,0,0,0.0873,720700.5
biomedical engineer,engineering,senior,phd,suburb,38,10.1,0,0,0,0,0.0524,164792.22
architect,engineering,senior,bootcamp,small_city,31,12.6,0,0,0,0,0.0642,124088.34
marketing manager,business,entry,masters,international,26,2.2,1,0,0,0,0.0462,80782.08
hvac technician,service,entry,bachelors,suburb,23,2.2,0,0,0,0,0.0257,43326.76
journalist,creative,mid,bachelors,suburb,27,5.8,0,0,0,0,0.0349,65333.77
devops engineer,technology,executive,bachelors,major_city,44,23.2,1,1,0,0,0.0731,532438.59
data engineer,technology,senior,bootcamp,small_city,29,11.3,0,0,0,0,0.0679,223608.26
cto,technology,senior,masters,suburb,30,5.8,0,1,0,0,0.0928,365319.43
financial advisor,finance,mid,bootcamp,small_city,25,6.6,1,0,0,0,0.0326,95473.44
ui designer,creative,entry,masters,small_city,24,0.5,0,0,0,0,0.0347,97728.56
physician,healthcare,entry,bachelors,small_city,23,0.6,0,1,1,1,0.0646,71842.07
plumber,service,executive,masters,rural,59,35.0,0,0,0,0,0.0323,197730.9
cybersecurity engineer,technology,mid,masters,small_city,26,3.4,0,0,0,0,0.0807,173989.38
civil engineer,engineering,senior,bachelors,major_city,32,10.4,0,0,0,0,0.0329,178026.41
financial advisor,finance,mid,bachelors,rural,26,4.4,1,0,0,0,0.0372,80082.95
hedge fund manager,finance,senior,masters,small_city,35,11.4,0,0,0,0,0.038,870085.39
professor,education,entry,bachelors,rural,23,0.8,0,0,0,0,0.0193,69630.41
frontend developer,technology,lead,masters,small_city,40,16.6,1,0,0,0,0.0842,408480.93
doctor,healthcare,executive,masters,small_city,46,23.1,0,0,1,0,0.0638,940238.7
executive chef,service,entry,self_taught,small_city,18,0.4,0,1,0,0,0.0478,47932.7
welder,service,senior,phd,suburb,41,14.1,0,0,0,0,0.0362,100079.71
radiologist,healthcare,lead,bachelors,international,35,13.8,0,0,1,0,0.063,719420.22
social worker,service,mid,associates,rural,23,4.0,0,1,0,0,0.027,34280.96
machine learning engineer,technology,mid,masters,suburb,29,5.3,0,0,0,0,0.0956,200188.51
surgeon,healthcare,lead,masters,suburb,40,15.8,0,0,1,0,0.0685,987034.81
photographer,creative,entry,bachelors,suburb,25,2.6,0,0,0,0,0.0443,38086.82
journalist,creative,entry,bachelors,international,25,2.7,0,0,0,0,0.033,47405.23
dermatologist,healthcare,mid,masters,small_city,29,5.2,1,1,1,0,0.0659,443069.73
security analyst,technology,entry,bachelors,rural,24,2.6,1,0,0,0,0.0759,77417.12
product manager,technology,executive,associates,international,52,32.9,0,0,0,0,0.0842,448368.15
cardiologist,healthcare,mid,phd,small_city,29,2.6,0,0,1,1,0.0472,81141.78
software engineer,technology,entry,bachelors,suburb,24,2.9,1,0,0,0,0.0832,114652.82
chemist,other,entry,masters,major_city,26,1.5,1,0,0,0,0.0178,77664.49
doctor,healthcare,entry,masters,small_city,24,0.7,0,0,1,1,0.0536,72275.88
marketing manager,business,mid,high_school,major_city,20,3.2,1,0,0,0,0.0241,79816.52
principal,education,mid,bachelors,rural,28,6.3,0,0,0,0,-0.0024,97523.9
actuary,finance,senior,bachelors,major_city,30,7.6,0,1,0,0,0.029,233745.8
principal,education,mid,masters,small_city,27,2.4,1,0,0,0,0.0094,165780.72
copywriter,creative,executive,masters,rural,54,31.3,0,0,0,0,0.0307,266503.27
photographer,creative,mid,bachelors,rural,23,2.6,0,0,0,0,0.0295,52327.87
biologist,other,senior,bootcamp,suburb,23,6.4,0,0,0,0,0.0259,96664.0
radiologist,healthcare,executive,masters,rural,55,31.7,0,0,1,0,0.0734,2260796.51
cybersecurity engineer,technology,mid,bootcamp,international,24,6.0,0,0,0,0,0.0697,93998.96
nurse practitioner,healthcare,entry,phd,rural,29,2.1,0,0,0,0,0.0575,128768.55
recruiter,business,entry,masters,major_city,24,1.2,0,0,0,0,0.0338,65457.22
product manager,technology,senior,masters,small_city,32,8.1,0,0,0,0,0.0731,291944.12
graphic designer,creative,entry,bootcamp,major_city,21,2.3,1,0,0,0,0.039,56902.08
physician assistant,healthcare,senior,bachelors,rural,36,14.1,0,0,0,0,0.0717,153518.18
ux designer,creative,senior,self_taught,major_city,29,12.3,0,0,0,0,0.0397,178787.79
architect,engineering,senior,masters,suburb,31,7.7,0,0,0,0,0.0404,140149.67
electrical engineer,engineering,lead,self_taught,rural,33,15.8,1,0,0,0,0.0559,130702.24
patent attorney,business,senior,bachelors,international,34,11.3,1,0,0,0,0.0385,362566.14
radiologist,healthcare,senior,masters,international,36,13.0,0,1,1,0,0.0606,756869.68
financial advisor,finance,entry,bachelors,small_city,23,2.1,1,0,0,0,0.0361,69904.56
strategy consultant,business,senior,bootcamp,suburb,23,5.1,1,0,0,0,0.0337,245134.84
professor,education,lead,masters,small_city,40,15.9,1,1,0,0,0.0184,272179.18
professor,education,executive,self_taught,suburb,51,32.7,0,0,0,0,0.0149,364063.53
civil engineer,engineering,senior,masters,international,38,14.0,1,0,0,0,0.0328,143374.61
real estate broker,business,entry,high_school,international,18,0.4,1,1,0,0,0.0224,40298.05
architect,engineering,entry,bachelors,international,23,1.6,0,0,0,0,0.0685,48932.62
dermatologist,healthcare,entry,phd,international,29,1.8,0,0,1,1,0.0656,54550.4
journalist,creative,senior,bachelors,small_city,30,8.6,1,0,0,0,0.0227,89431.58
engineering manager,technology,executive,bachelors,major_city,54,32.1,1,0,0,0,0.077,794448.48
chemical engineer,engineering,senior,masters,international,30,6.8,0,0,0,0,0.0439,196007.25
cpa,finance,entry,bachelors,rural,22,0.5,0,0,0,0,0.0429,49225.41
hr manager,business,mid,masters,international,28,4.5,1,0,0,0,0.036,128592.19
petroleum engineer,engineering,mid,bachelors,international,24,2.7,0,0,0,0,0.0605,130375.7
civil engineer,engineering,executive,bootcamp,suburb,39,22.0,0,0,0,0,0.0386,206228.36
product designer,creative,mid,bootcamp,suburb,24,6.1,0,0,0,0,0.0212,101523.31
product designer,creative,entry,bachelors,international,23,0.1,0,0,0,0,0.042,68316.7
real estate broker,business,senior,bootcamp,small_city,24,6.3,1,0,0,0,0.0327,284702.88
chemist,other,entry,high_school,rural,18,0.2,0,0,0,0,0.0328,26986.09
veterinarian,healthcare,mid,masters,suburb,29,5.4,0,0,0,0,0.0739,147825.08
data scientist,technology,mid,bootcamp,major_city,22,3.7,0,0,0,0,0.0855,173202.83
electrician,service,entry,self_taught,international,19,1.9,0,0,0,0,0.0261,43382.06
chemist,other,senior,bachelors,suburb,26,5.6,0,1,0,0,0.0495,92348.53
machine learning engineer,technology,entry,associates,international,23,2.8,1,0,0,0,0.086,91101.44
social worker,service,mid,associates,major_city,25,6.1,0,0,0,0,0.0215,56804.85
engineering manager,technology,senior,bachelors,international,35,13.8,0,0,0,0,0.0947,233436.26
biomedical engineer,engineering,lead,bootcamp,major_city,39,20.4,0,0,0,0,0.0612,286249.83
video editor,creative,senior,bootcamp,suburb,32,14.8,1,0,0,0,0.0233,85895.79
art director,creative,entry,bachelors,suburb,23,0.4,1,0,0,0,0.0339,81678.07
copywriter,creative,lead,bachelors,major_city,32,10.4,0,0,0,0,0.0441,115778.86
patent attorney,business,mid,masters,international,26,2.8,0,0,0,0,0.0387,249561.41
cloud engineer,technology,mid,bachelors,rural,26,4.2,0,0,0,0,0.0774,110658.67
electrician,service,entry,bachelors,rural,22,0.8,0,0,0,0,0.0301,38878.1
video editor,creative,mid,bootcamp,major_city,20,2.3,1,0,0,0,0.0304,73053.76
full stack developer,technology,mid,bachelors,major_city,24,3.5,0,0,0,0,0.0728,169016.24
electrical engineer,engineering,entry,high_school,major_city,18,0.7,0,0,0,0,0.0557,53727.36
journalist,creative,mid,bachelors,suburb,27,6.1,0,0,0,0,0.0315,58364.85
physician assistant,healthcare,lead,masters,international,35,11.6,0,0,0,0,0.0544,217194.87
nurse,healthcare,executive,masters,international,55,31.3,0,0,0,0,0.0609,198174.25
